"","entry_exit_provider_program_type_code","ee_uid","client_id","entry_exit_review_uid","entry_exit_review_point_in_time_type","entry_exit_review_date","entry_exit_review_date_updated"
"229","PH - Housing with services (no disability required for entry) (HUD)",814603,436475,45704,"Interim Review","1/21/2017","1/26/2017"
"230","PH - Housing with services (no disability required for entry) (HUD)",814603,436475,71982,"Interim Review","2/2/2018","2/7/2018"
"231","PH - Housing with services (no disability required for entry) (HUD)",814603,436475,82801,"Interim Review","2/2/2017","5/14/2018"
"232","PH - Housing with services (no disability required for entry) (HUD)",814603,436475,82809,"Interim Review","8/2/2017","5/14/2018"
"233","PH - Housing with services (no disability required for entry) (HUD)",814603,436475,104270,"Interim Review","2/2/2019","2/6/2019"
"234","PH - Housing with services (no disability required for entry) (HUD)",814604,436478,45705,"Interim Review","1/21/2017","1/26/2017"
"235","PH - Housing with services (no disability required for entry) (HUD)",814604,436478,71983,"Interim Review","2/2/2018","2/7/2018"
"236","PH - Housing with services (no disability required for entry) (HUD)",814604,436478,82802,"Interim Review","2/2/2017","5/14/2018"
"237","PH - Housing with services (no disability required for entry) (HUD)",814604,436478,82806,"Interim Review","8/2/2018","5/14/2018"
"238","PH - Housing with services (no disability required for entry) (HUD)",814604,436478,82810,"Interim Review","8/2/2017","5/14/2018"
"239","PH - Housing with services (no disability required for entry) (HUD)",814604,436478,104271,"Interim Review","2/2/2019","2/6/2019"
"240","PH - Housing with services (no disability required for entry) (HUD)",814605,436479,45706,"Interim Review","1/21/2017","1/26/2017"
"241","PH - Housing with services (no disability required for entry) (HUD)",814605,436479,71984,"Interim Review","2/2/2018","2/7/2018"
"242","PH - Housing with services (no disability required for entry) (HUD)",814605,436479,82803,"Interim Review","2/2/2017","5/14/2018"
"243","PH - Housing with services (no disability required for entry) (HUD)",814605,436479,82807,"Interim Review","8/2/2018","5/14/2018"
"244","PH - Housing with services (no disability required for entry) (HUD)",814605,436479,82811,"Interim Review","8/2/2017","5/14/2018"
"245","PH - Housing with services (no disability required for entry) (HUD)",814605,436479,104272,"Interim Review","2/2/2019","2/6/2019"
"246","PH - Housing with services (no disability required for entry) (HUD)",814606,436480,45707,"Interim Review","1/21/2017","1/26/2017"
"247","PH - Housing with services (no disability required for entry) (HUD)",814606,436480,71985,"Interim Review","2/2/2018","2/7/2018"
"248","PH - Housing with services (no disability required for entry) (HUD)",814606,436480,82804,"Interim Review","2/2/2017","5/14/2018"
"249","PH - Housing with services (no disability required for entry) (HUD)",814606,436480,82808,"Interim Review","8/2/2018","5/14/2018"
"250","PH - Housing with services (no disability required for entry) (HUD)",814606,436480,82812,"Interim Review","8/2/2017","5/14/2018"
"251","PH - Housing with services (no disability required for entry) (HUD)",814606,436480,104273,"Interim Review","2/2/2019","2/6/2019"
"252","PH - Housing with services (no disability required for entry) (HUD)",814677,434316,49882,"Interim Review","3/23/2017","6/12/2018"
"253","PH - Housing with services (no disability required for entry) (HUD)",814677,434316,62236,"Interim Review","9/28/2017","9/29/2017"
"254","PH - Housing with services (no disability required for entry) (HUD)",814677,434316,93889,"Interim Review","9/28/2018","9/28/2018"
"255","PH - Housing with services (no disability required for entry) (HUD)",814678,434326,49883,"Interim Review","3/23/2017","6/12/2018"
"256","PH - Housing with services (no disability required for entry) (HUD)",814678,434326,62237,"Interim Review","9/28/2017","9/29/2017"
"257","PH - Housing with services (no disability required for entry) (HUD)",814678,434326,85755,"Interim Review","2/10/2017","6/12/2018"
"258","PH - Housing with services (no disability required for entry) (HUD)",814678,434326,93890,"Interim Review","9/28/2018","9/28/2018"
"259","PH - Housing with services (no disability required for entry) (HUD)",814679,434327,49885,"Interim Review","3/23/2017","6/12/2018"
"260","PH - Housing with services (no disability required for entry) (HUD)",814679,434327,62239,"Interim Review","9/28/2017","9/29/2017"
"261","PH - Housing with services (no disability required for entry) (HUD)",814679,434327,85757,"Interim Review","2/10/2017","6/12/2018"
"262","PH - Housing with services (no disability required for entry) (HUD)",814679,434327,93892,"Interim Review","9/28/2018","9/28/2018"
"263","PH - Housing with services (no disability required for entry) (HUD)",815194,426182,43392,"Interim Review","10/10/2016","12/16/2016"
"264","PH - Housing with services (no disability required for entry) (HUD)",815194,426182,52367,"Interim Review","5/16/2017","5/17/2017"
"265","PH - Housing with services (no disability required for entry) (HUD)",815194,426182,65350,"Interim Review","11/16/2017","11/15/2017"
"266","PH - Housing with services (no disability required for entry) (HUD)",815194,426182,97640,"Interim Review","11/16/2018","11/16/2018"
"267","PH - Housing with services (no disability required for entry) (HUD)",815195,432858,43393,"Interim Review","10/10/2016","12/16/2016"
"268","PH - Housing with services (no disability required for entry) (HUD)",815195,432858,52368,"Interim Review","5/16/2017","5/17/2017"
"269","PH - Housing with services (no disability required for entry) (HUD)",815195,432858,65351,"Interim Review","11/16/2017","11/15/2017"
"270","PH - Housing with services (no disability required for entry) (HUD)",815195,432858,97641,"Interim Review","11/16/2018","11/16/2018"
"271","PH - Housing with services (no disability required for entry) (HUD)",815196,426195,43394,"Interim Review","10/10/2016","12/16/2016"
"272","PH - Housing with services (no disability required for entry) (HUD)",815196,426195,52369,"Interim Review","5/16/2017","5/17/2017"
"273","PH - Housing with services (no disability required for entry) (HUD)",815196,426195,65352,"Interim Review","11/16/2017","11/15/2017"
"274","PH - Housing with services (no disability required for entry) (HUD)",815196,426195,97642,"Interim Review","11/16/2018","11/16/2018"
"275","PH - Housing with services (no disability required for entry) (HUD)",816321,338215,47034,"Interim Review","2/18/2017","2/16/2017"
"276","PH - Housing with services (no disability required for entry) (HUD)",816321,338215,60418,"Interim Review","8/22/2017","8/31/2017"
"277","PH - Housing with services (no disability required for entry) (HUD)",816321,338215,85945,"Interim Review","12/22/2016","6/15/2018"
"278","PH - Housing with services (no disability required for entry) (HUD)",816321,338215,100259,"Interim Review","2/22/2018","12/17/2018"
"279","PH - Housing with services (no disability required for entry) (HUD)",816321,338215,100262,"Interim Review","8/22/2018","12/17/2018"
"280","PH - Housing with services (no disability required for entry) (HUD)",816322,433772,47035,"Interim Review","2/18/2017","2/16/2017"
"281","PH - Housing with services (no disability required for entry) (HUD)",816322,433772,60419,"Interim Review","8/22/2017","8/31/2017"
"282","PH - Housing with services (no disability required for entry) (HUD)",816322,433772,100260,"Interim Review","2/22/2018","12/17/2018"
"283","PH - Housing with services (no disability required for entry) (HUD)",816322,433772,100263,"Interim Review","8/22/2018","12/17/2018"
"284","PH - Housing with services (no disability required for entry) (HUD)",816323,338216,47036,"Interim Review","2/18/2017","2/16/2017"
"285","PH - Housing with services (no disability required for entry) (HUD)",816323,338216,60420,"Interim Review","8/22/2017","8/31/2017"
"286","PH - Housing with services (no disability required for entry) (HUD)",816323,338216,85946,"Interim Review","12/22/2016","6/15/2018"
"287","PH - Housing with services (no disability required for entry) (HUD)",816323,338216,100261,"Interim Review","2/22/2018","12/17/2018"
"288","PH - Housing with services (no disability required for entry) (HUD)",816323,338216,100264,"Interim Review","8/22/2018","12/17/2018"
"289","PH - Housing with services (no disability required for entry) (HUD)",819715,406251,41444,"Interim Review","10/22/2016","10/24/2016"
"290","PH - Housing with services (no disability required for entry) (HUD)",819715,406251,41824,"Interim Review","10/21/2016","10/31/2016"
"291","PH - Housing with services (no disability required for entry) (HUD)",819715,406251,59218,"Interim Review","5/9/2017","8/11/2017"
"292","PH - Housing with services (no disability required for entry) (HUD)",819715,406251,65094,"Interim Review","11/9/2017","11/9/2017"
"293","PH - Housing with services (no disability required for entry) (HUD)",819715,406251,82625,"Interim Review","5/9/2018","5/10/2018"
"294","PH - Housing with services (no disability required for entry) (HUD)",819715,406251,97085,"Interim Review","11/9/2018","11/9/2018"
"295","PH - Housing with services (no disability required for entry) (HUD)",819716,406253,41445,"Interim Review","10/22/2016","10/24/2016"
"296","PH - Housing with services (no disability required for entry) (HUD)",819716,406253,41825,"Interim Review","10/21/2016","10/31/2016"
"297","PH - Housing with services (no disability required for entry) (HUD)",819716,406253,59219,"Interim Review","5/9/2017","8/11/2017"
"298","PH - Housing with services (no disability required for entry) (HUD)",819716,406253,65095,"Interim Review","11/9/2017","11/9/2017"
"299","PH - Housing with services (no disability required for entry) (HUD)",819716,406253,82626,"Interim Review","5/9/2018","5/10/2018"
"300","PH - Housing with services (no disability required for entry) (HUD)",819716,406253,97086,"Interim Review","11/9/2018","11/9/2018"
"301","PH - Housing with services (no disability required for entry) (HUD)",819717,406254,41446,"Interim Review","10/22/2016","10/24/2016"
"302","PH - Housing with services (no disability required for entry) (HUD)",819717,406254,41826,"Interim Review","10/21/2016","10/31/2016"
"303","PH - Housing with services (no disability required for entry) (HUD)",819717,406254,59220,"Interim Review","5/9/2017","8/11/2017"
"304","PH - Housing with services (no disability required for entry) (HUD)",819717,406254,65096,"Interim Review","11/9/2017","11/9/2017"
"305","PH - Housing with services (no disability required for entry) (HUD)",819717,406254,82627,"Interim Review","5/9/2018","5/10/2018"
"306","PH - Housing with services (no disability required for entry) (HUD)",819717,406254,97087,"Interim Review","11/9/2018","11/9/2018"
"307","PH - Housing with services (no disability required for entry) (HUD)",831592,445128,57338,"Interim Review","2/14/2017","7/25/2017"
"308","PH - Housing with services (no disability required for entry) (HUD)",831592,445128,57341,"Interim Review","5/17/2017","7/25/2017"
"309","PH - Housing with services (no disability required for entry) (HUD)",831592,445128,65453,"Interim Review","11/17/2017","11/15/2017"
"310","PH - Housing with services (no disability required for entry) (HUD)",831592,445128,82836,"Interim Review","5/17/2018","5/14/2018"
"311","PH - Housing with services (no disability required for entry) (HUD)",831592,445128,101678,"Interim Review","11/17/2018","1/8/2019"
"312","PH - Housing with services (no disability required for entry) (HUD)",831593,445139,57339,"Interim Review","2/14/2017","7/25/2017"
"313","PH - Housing with services (no disability required for entry) (HUD)",831593,445139,57342,"Interim Review","5/17/2017","7/25/2017"
"314","PH - Housing with services (no disability required for entry) (HUD)",831593,445139,65454,"Interim Review","11/17/2017","11/15/2017"
"315","PH - Housing with services (no disability required for entry) (HUD)",831593,445139,82837,"Interim Review","5/17/2018","5/14/2018"
"316","PH - Housing with services (no disability required for entry) (HUD)",831593,445139,101679,"Interim Review","11/17/2018","1/8/2019"
"317","PH - Housing with services (no disability required for entry) (HUD)",831594,445138,57340,"Interim Review","2/14/2017","7/25/2017"
"318","PH - Housing with services (no disability required for entry) (HUD)",831594,445138,57343,"Interim Review","5/17/2017","7/25/2017"
"319","PH - Housing with services (no disability required for entry) (HUD)",831594,445138,65455,"Interim Review","11/17/2017","11/15/2017"
"320","PH - Housing with services (no disability required for entry) (HUD)",831594,445138,82838,"Interim Review","5/17/2018","5/14/2018"
"321","PH - Housing with services (no disability required for entry) (HUD)",831594,445138,101680,"Interim Review","11/17/2018","1/8/2019"
"322","PH - Housing with services (no disability required for entry) (HUD)",835128,445284,59159,"Interim Review","6/9/2017","8/11/2017"
"323","PH - Housing with services (no disability required for entry) (HUD)",835128,445284,67177,"Interim Review","12/9/2017","12/11/2017"
"324","PH - Housing with services (no disability required for entry) (HUD)",835128,445284,85759,"Interim Review","2/10/2017","6/12/2018"
